Repository,"Views 
(Last 14 days)","Uniques 
(Last 14 days)","Clones 
(Last 14 days)",Contributors,Forks,Stars,Watchers
ritchie-action-go-15,0,0,1,1,0,0,1
ritchie-action-java-8,0,0,0,1,1,1,1
ritchie-action-node,0,0,0,1,0,0,1
ritchie-action-python,0,0,0,1,0,1,1
ritchie-action-shell,0,0,0,1,0,0,1
ritchie-cli,0,0,2,30,0,0,0
ritchie-cli-action,1,1,0,1,1,2,1
ritchie-demo-create-cluster,1,1,1,1,1,0,1
ritchie-docker-images,3,3,0,1,0,1,1
ritchie-formulas,0,0,0,30,0,0,0
ritchie-formulas-demo,0,0,4,11,0,0,0
ritchie-formulas-scheduler-demo,35,18,6,1,3,5,2
ritchie-tdc-poa,0,0,1,1,1,1,1
ritchie-tdc-recife,0,0,1,1,0,1,1
ritchie-templates,0,0,1,1,0,1,0
ritchie-templates-perso,0,0,0,2,0,0,1
setup-rsync,35,7,3,1,1,5,1
setup-windows10-sdk-action,46,11,8,5,7,16,1
sign-and-notarize-gha,7,4,2,1,0,2,1
so-automation,0,0,0,1,0,0,1
splain,0,0,0,14,0,0,0
SSH-to-HTTPS,1,1,0,1,1,1,1
stk-cli-action-poc,0,0,0,1,0,0,1
stk-quickstart-golang,0,0,2,1,0,0,1
test,0,0,0,2,0,0,0
useful-actions,110,38,592,4,11,174,2
vagas,0,0,0,2,0,0,0
wait-on-check-action,0,0,0,10,0,0,0
wait-sleep-action,0,0,1,1,0,0,1
webhooks-python,0,0,1,1,0,0,1
write-java-properties-file,11,3,32,1,0,2,1
xcode-notarize,0,0,0,2,0,0,0
actions-download-file,0,0,0,5,0,0,0
Alphasians-AINA,0,0,0,2,0,0,0
apisec-run-scan,0,0,0,4,0,0,0
article_foss4g2021,0,0,1,9,0,0,0
assert-command-line-output,20,16,4,2,3,12,1
awesome-chatgpt-prompts,0,0,0,30,0,0,0
aws-clis-action,0,0,0,1,0,4,1
aws-doc-sdk-examples,0,0,0,30,0,0,0
bot-area,0,0,2,3,1,0,0
Calendly-mentores,0,0,0,2,0,0,0
clone-github-repo-action,167,61,3,1,5,21,2
cloud-formulas,0,0,0,2,0,1,0
command-output-file-action,0,0,0,1,0,0,1
convert-json-to-env,19,2,1,1,0,1,1
copy-push-files,10,6,1,1,3,1,1
create-other-repo-branch-action,13,9,0,3,5,5,1
ctf-zup-2021,0,0,0,1,0,0,0
DescomplicandoDocker,0,0,0,2,0,0,0
developers-tips-and-tricks-resources,14,2,5,1,16,61,8
dezafio-java,0,0,0,2,0,0,1
dezafio-python-api,0,0,0,1,0,0,1
dezafio-python-cli,0,0,0,2,0,0,3
diff-action,8,2,0,1,0,2,1
djangowallet,1,1,0,2,0,0,0
docker-mysql-python,81,8,1,1,2,10,2
docker-para-desenvolvedores,0,0,0,30,0,0,0
docs-ritchie,0,0,0,10,0,0,0
formulas-4-tests,0,0,0,2,0,1,1
formulas-aws,5,2,8,2,7,13,3
formulas-games,62,17,8,1,2,10,2
formulas-github,25,19,8,5,6,34,2
formulas-gRPC,0,0,0,2,0,3,1
formulas-insights,45,3,7,1,0,7,1
formulas-office-hours,0,0,1,1,0,1,1
formulas-perso,0,0,0,1,0,0,1
formulas-pontomais,0,0,0,1,0,1,1
formulas-python,4,3,8,2,3,18,3
formulas-training,0,0,52,1,0,0,1
formulas-v3,0,0,0,1,0,1,1
git-commit-push,20,12,225,1,0,6,2
github-stack,17,2,2011,1,0,0,1
github-team-members,2,1,0,1,0,0,1
github_actions_test,0,0,0,2,0,0,0
go-authenticator,0,0,0,1,0,0,1
good-first-issue,0,0,0,30,0,1,0
GuillaumeFalourd,42,16,256,3,91,39,3
guillaumefalourd.github.io,0,0,0,1,0,0,1
horusec-action,0,0,0,2,0,0,0
hypedsearch,11,3,0,3,0,0,0
install-poetry,0,0,0,15,0,0,0
java-exercices,43,11,10,9,13,21,2
java-training-api,28,9,12,2,45,91,3
java-trilha-basica,1,1,4,2,4,11,3
jobs-by-city-linkedin-reports,0,0,0,1,0,0,1
Kivy_calculator,0,0,0,2,0,0,0
macos-installer-builder,0,0,0,3,0,0,0
mapas-mentais,0,0,0,2,0,1,0
maven-cli-jdks-action,15,4,0,1,0,0,1
my-contents,0,0,0,1,0,0,1
NFive,0,0,1,9,0,0,0
noticias,0,0,0,1,0,0,0
open-issue-action,11,10,0,1,1,2,1
os-cli-poc,0,0,0,1,0,0,1
poc-bank-api-java,12,2,1,2,0,3,1
poc-bank-api-kotlin,2,1,1,2,1,0,1
poc-book-api-golang,0,0,0,1,0,0,1
poc-chalice-python,0,0,0,1,0,1,1
poc-cicd-herokuci,0,0,1,1,0,0,1
poc-cli-golang,0,0,0,1,0,0,1
poc-cli-python,0,0,0,2,0,0,2
poc-cli-translations,0,0,1,1,0,0,1
poc-composite-run-steps-action,0,0,1,1,0,0,1
poc-django-python,0,0,1,1,0,0,1
poc-encryption-jwt,0,0,2,2,3,7,1
poc-github-actions,1575,344,1404,2,46,88,3
poc-go-mod,0,0,0,1,0,0,1
poc-grpc-golang,0,0,306,1,0,0,1
poc-grpc-java-gradle,0,0,1,2,0,2,1
poc-grpc-java-maven,4,2,1,2,0,1,1
poc-grpc-python,0,0,0,1,0,0,1
poc-kafka-python,0,0,0,1,0,0,1
poc-private-repo-actions,0,0,0,1,0,0,1
poc-proto,0,0,0,1,0,1,1
poc-pyinstaller,1,1,0,2,1,0,1
poc-pytest-split-github-actions,0,0,1,1,1,0,1
poc-rest-api-golang,0,0,0,1,0,0,1
poc-rest-api-python,0,0,0,1,0,0,1
poc-runtimes,0,0,0,1,0,0,1
poc-self-hosted,0,0,0,1,0,0,1
